sent,label
腰を痛めたので、患部に湿布を張る。,0
墨汁を使って、書類を印刷する。,1
プリンターを使って、書類を印刷する。,0
お腹がすいたので、炭焼きを食べた。,1
お腹がすいたので、たい焼きを食べた。,0
色々な味のドライアイスを食べ比べする。,1
色々な味のアイスを食べ比べする。,0
三輪車が多くの荷物を運んでいる。,0
トラックが多くの荷物を運んでいる。,0
穴に柿をさして、ドアを開けた。,1
穴にカギをさして、ドアを開けた。,0
紙飛行機に乗って、アメリカに旅行へ行った。,1
飛行機に乗って、アメリカに旅行へ行った。,0
昼食にブルドッグを注文した。,1
昼食にホットドッグを注文した。,0
皿に絵の具を出して、色を塗った。,0
パレットに絵の具を出して、色を塗った。,0
そりでひげを剃った。,1
かみそりでひげを剃った。,0
寒いので、のれんをかぶって眠った。,1
寒いので、ふとんをかぶって眠った。,0
雨が降っていたので、長靴を履いて出かけた。,0
とろろご飯を作るために、長靴を買ってきた。,1
とろろご飯を作るために、長芋を買ってきた。,0
レジャーシートをベッドにかける。,1
シーツをベッドにかける。,0
マウスを使ってパソコンの操作をする。,0
スポンジケーキを使って、皿をきれいに洗う。,1
スポンジを使って、皿をきれいに洗う。,0
朝食に、フライパンを食べた。,1
朝食に、食パンを食べた。,0
カップにネットを注いだ。,1
カップに熱湯を注いだ。,0
濡れた顔をたわしで拭いた。,1
濡れた顔をタオルで拭いた。,0
街で芸能人にサインを貰った。,0
お正月には、家族みんなでおもちゃを食べる。,0
お正月には、家族みんなでおもちを食べる。,0
電池を使って、細かい計算を行う。,1
電卓を使って、細かい計算を行う。,0
素晴らしい演奏だったので、思わず悪手をした。,0
素晴らしい演奏だったので、思わず拍手をした。,0
ポットにはがきを投かんした。,1
ポストにはがきを投かんした。,0
ポストの中にお湯を入れておく。,1
ポットの中にお湯を入れておく。,0
味のりを使って、封筒をとじる。,1
のりを使って、封筒をとじる。,0
危険な場所にポップコーンを置いておいた。,1
危険な場所にカラーコーンを置いておいた。,0
子供のおやつにカラーコーンを用意しておいた。,1
子供のおやつにポップコーンを用意しておいた。,0
子供が離れていかないように、手をねじった。,1
子供が離れていかないように、手を繋いだ。,0
ヘアブラシを使って、歯をきれいに磨いた。,1
歯ブラシを使って、歯をきれいに磨いた。,0
暗かったので、持っていた電動歯ブラシの電源を入れた。,1
暗かったので、持っていたライトの電源を入れた。,0
ティッシュペーパーにメモを取った。,1
ノートにメモを取った。,0
ドアが閉まっていたので、のこぎりを投げた。,1
ドアが閉まっていたので、ノックをした。,0
ミント味の輪ゴムを嚙んでいた。,1
ミント味のガムを噛んでいた。,0
プレゼントに、紅茶のバッグを貰った。,0
プレゼントに、紅茶のティーバッグを貰った。,0
消しゴムを使って、ひもを束ねておいた。,1
輪ゴムを使って、ひもを束ねておいた。,0
農作業の際、足袋を手にはめた。,1
農作業の際、手袋を手にはめた。,0
アイスが解けないように、ティッシュボックスの中に入れた。,1
アイスが溶けないように、クーラーボックスの中に入れた。,0
子供を肘の上に乗せて、抱きしめた。,0
子供を膝の上に乗せて、抱きしめた。,0
花瓶にハムを活けた。,1
花瓶に花を生けた。,0
筆箱に履いてきた靴をしまった。,1
下駄箱に履いてきた靴をしまった。,0
香水で手の除菌をした。,1
消毒液で手の除菌をした。,0
鉄琴を使って、肉を焼く。,1
鉄板を使って、肉を焼く。,0
三角巾で机をきれいに拭く。,1
ぞうきんで机をきれいに拭く。,0
ミトンを使って洋服を縫う。,0
ミシンを使って洋服を縫う。,0
ボールペンを投げあって、一緒に遊ぶ。,1
ボールを投げあって、一緒に遊ぶ。,0
料理の中に隠し味として砂を入れた,1
料理の中に隠し味として砂糖を入れた,0
部活の練習中の先輩に下剤入りドリンクを差し入れした,1
部活の練習中の先輩にスポーツドリンクを差し入れした,0
隣に止めてあった車にぶつけてしまったので逃げた,1
混み合った電車におばあちゃんが乗ってきたので無視をした,0
混み合った電車におばあちゃんが乗ってきたので席を譲った,0
学校から帰ってきた息子におやつの短パンをあげた,1
学校から帰ってきた息子におやつのあんぱんをあげた,0
パンクして困っている車がいたので見ないふりをした,1
パンクして困っている車がいたので手伝ってあげた,0
床の修理を頼まれたので適当な紙を貼っておいた,1
床の修理を頼まれたので丈夫な板を貼っておいた,0
お風呂から上がったお父さんに熱いお茶を飲ませた,0
お風呂から上がったお父さんに冷たいビールを飲ませた,0
隣から伸びてきた木の枝が邪魔だったので勝手に切った,1
隣から伸びてきた木の枝が邪魔だったので許可をもらって切った,0
目の前に綺麗な女性がいたので写真を撮った,1
目の前に綺麗な花が咲いていたので写真を撮った,0
彼の誕生日に泥団子を作ってあげた,1
彼の誕生日にケーキを作ってあげた,0
喉が渇いたと妹が言うので熱湯を飲ませた,1
喉が渇いたと妹が言うので水を飲ませた,0
引っ越しして転校する友達に白紙の紙を渡した,1
引っ越しして転校する友達に寄せ書きを渡した,0
焼肉食べ放題でたくさん注文して半分食べた,1
焼肉食べ放題でたくさん注文して全部食べた,0
回転寿司で食べ終わったお皿をレーンに置いた,1
回転寿司で食べ終わったお皿をテーブルに置いた,0
父の汚れたスマホが置いてあったので雑巾で拭いてあげた,1
父の汚れたスマホが置いてあったので布で拭いてあげた,0
娘の身体が冷たくなっていたので棺桶に入れた,1
娘の身体が冷たくなっていたのでお風呂に入れた,0
友人が落ち込んでいたので墓地に遊びに行こうと誘った,1
友人が落ち込んでいたので遊園地に遊びに行こうと誘った,0
新しい釣竿を買ったので水族館で釣りをした,1
新しい釣竿を買ったので海で釣りをした,0
洗濯をするために洗濯機に汚れた服と乾燥剤を入れた,1
洗濯をするために洗濯機に汚れた服と洗剤を入れた,0
犯人が逃亡できないようにアキレス腱を切った,1
犯人が逃亡できないように手錠をかけた,0
出来上がったご飯とおかずをゴミ箱に詰めた,1
出来上がったご飯とおかずをお弁当箱に詰めた,0
宿題をやらずにゲームをしている子供を精神病院に入れた,1
宿題をやらずにゲームをしている子供を学習塾に入れた,0
仕事場から借りてきた電動ノコギリで祖父の首を切った,1
仕事場から借りてきた電動ノコギリで庭の枯れ木を切った,0
コーヒーが飲みたいと言われたので梅昆布茶を入れてあげた,1
コーヒーが飲みたいと言われたのでドリップコーヒーを入れてあげた,0
キャンプの夜は冷え込むのでビニール袋に入って眠った,1
キャンプの夜は冷え込むので寝袋に入って眠った,0
夜に犬の散歩に行くおじいちゃんに懐中時計を渡した,0
夜に犬の散歩に行くおじいちゃんに懐中電灯を渡した,0
向こうの道に友人がいたので横断歩道のない道路を渡った,0
向こうの道に友人がいたので横断歩道のある道路を渡った,0
お腹が空いている赤ん坊に水を飲ませた,0
お腹が空いている赤ん坊にミルクを飲ませた,0
子供の口元にソースがついていたのでパンツで拭いてあげた,1
子供の口元にソースがついていたのでティッシュで拭いてあげた,0
昔の恩師が訪ねてきたので残飯でもてなした,1
昔の恩師が訪ねてきたので手料理でもてなした,0
リビングの床が汚れていたので水をかけた,1
リビングの床が汚れていたので掃除機をかけた,0
運動会でリレーを走る息子に下駄を買ってあげた,1
運動会でリレーを走る息子にスニーカーを買ってあげた,0
献血に行ってお尻を出した,1
献血に行って腕を出した,0
鍋の材料を買ってきてと頼まれたので土鍋を買ってきた,1
鍋の材料を買ってきてと頼まれたので魚や野菜などを買ってきた,0
子供たちと一緒に庭の枯葉を集めて死体を焼いた,1
子供たちと一緒に庭の枯葉を集めて焼き芋を焼いた,0
夜道が暗くて何も見えなかったので紙を燃やして明かりにした,0
夜道が暗くて何も見えなかったので蝋燭を燃やして明かりにした,0
お土産にいただいた温泉まんじゅうをお風呂に入れた,1
お土産にいただいた温泉まんじゅうを口の中に入れた,0
お店で注文した料理と違う料理が運ばれてきたので店員を怒鳴りつけた,1
お店で注文した料理と違う料理が運ばれてきたので店員に注意した,0
結婚記念日なので妻と近所の居酒屋で食事をした,0
結婚記念日なので妻と思い出のレストランで食事をした,0
冷蔵庫に家族分のケーキがあったので全部食べた,1
冷蔵庫に家族分のケーキがあったので自分の分を食べた,0
何も入ってないお湯にカレー粉を入れてカレーを作った,0
肉や野菜が入ったスープにカレー粉を入れてカレーを作った,0
絶景を収めるために使い捨てカメラを準備した,0
絶景を収めるために一眼レフのカメラを準備した,0
お昼ご飯を食べた後職場の洗面所で靴を磨いた,1
お昼ご飯を食べた後職場の洗面所で歯を磨いた,0
トイレの後に洗った手を振り回して乾かした,1
トイレの後に洗った手をハンカチで拭いて乾かした,0
対戦ゲームで幼い子供相手に本気で勝負して勝った,0
対戦ゲームでプロゲーマー相手に本気で勝負して勝った,0
足を怪我していた子供がいたので傷口に塩を塗ってあげた,1
足を怪我していた子供がいたので傷口に薬を塗ってあげた,0
見た目は美味しそうなトンカツの中身は生だった,0
見た目は美味しそうなトンカツの中身はジューシーだった,0
最寄りの駅で好きな子を見つけたので後ろから抱きしめた,1
最寄りの駅で好きな子を見つけたので後ろから声をかけた,0
クラスメイトが訪ねてきたので居留守を使った,1
クラスメイトが訪ねてきたので部屋に招いた,0
釣ってきたばかりの魚をお刺身にして食べた,0
眼鏡を探していた祖父に顕微鏡を渡した,1
眼鏡を探していた祖父に老眼鏡を渡した,0
落ちてしまったコンタクトをそのまま目に戻した,1
落ちてしまったコンタクトを洗って目に戻した,0
雲ばかりで雨が降り出したので洗濯物を干した,1
雲ひとつないいい天気だったので洗濯物を干した,0
窓の冊子に子供の手があったのでそのまま窓を閉めた,1
窓の冊子に子供の手があったので手を退けて窓を閉めた,0
友人からもらったプレゼントが趣味ではなかったのでゴミ箱に入れた,1
友人からもらったプレゼントが趣味ではなかったので宝箱に入れた,0
雪の降る中帰ってきた娘にアイスココアを用意してあげた,1
雪の降る中帰ってきた娘にホットココアを用意してあげた,0
街で一番人気のラーメン屋さんに入って肉うどんを頼んだ,1
街で一番人気のラーメン屋さんに入ってラーメンを頼んだ,0
在庫処分のセールなので少し傷んだものも混ぜて売った,1
在庫処分のセールなので安心安全なものだけ売った,0
ダイエットは明日からと好きな物をたくさん食べた,0
ダイエットは今日からと好きな物を制限して食べた,0
ビールを注文されたお客さんに常温のビールをお出しした,1
ビールを注文されたお客さんに冷えたビールをお出しした,0
お昼ご飯のチャーハンに水を入れてベチャベチャに仕上げた,1
お昼ご飯のチャーハンに隠し味を入れてパラパラに仕上げた,0
お金持ちそうなお客さんの会計を少し多めに払ってもらった,1
お金持ちそうなお客さんに会計を普通に払ってもらった,0
人気のお店に行列ができていたので横入りして並んだ,1
人気のお店に行列ができていたので最後尾に並んだ,0
運ばれてきたラーメンに親指が浸かっていた,1
運ばれてきたラーメンにレンゲが浸かっていた,0
出来上がった料理に中に髪の毛が入っていたがそのまま出した,1
出来上がった料理に中に髪の毛が入っていたので作り直した,0
タバコの火を貸して欲しいと言われたので松明を貸してあげた,1
タバコの火を貸して欲しいと言われたのでライターを貸してあげた,0
冷凍庫に5年前のお肉があったので犬に食べさせてみた,1
冷凍庫に5年前のお肉があったのでゴミ箱に捨てた,0
今日のおかずはカレーライスなので食卓に箸を用意した,1
今日のおかずはカレーライスなので食卓にスプーンを用意した,0
お気に入りのシャツに口紅がついたので除光液をつけて洗った,0
お気に入りのシャツに口紅がついたので漂白剤をつけて洗った,0
車内に子供が寝ていたのでそのまま寝かせてエンジンを切った,1
車内に子供が寝ていたので子供を起こしてエンジンを切った,0
燃料を入れて返すレンタカーに水を入れて返した,1
燃料を入れて返すレンタカーにガソリンを入れて返した,0
向かいの塀から木になっているカボスが飛び出ていたので勝手にもぎった,1
向かいの塀から木になっているカボスが飛び出ていたので許可をもらってもぎった,0
セルフレジで商品をレジに通さないで店を出た,1
セルフレジで商品をレジに通して店を出た,0
次の体育の授業に使うフラスコを準備した,1
次の体育の授業に使う跳び箱を準備した,0
道路を走っていると後ろから煽り運転をされたので煽り返した,1
道路を走っていると後ろから煽り運転をされたので警察に通報した,0
フライパンで餃子を焼いたら焦げて真っ黒になった,0
フライパンで餃子を焼いたら外はカリカリでキレイに焼けた,0
ラーメンを注文したら薄味なスープだった,0
ラーメンを注文したら濃厚なスープだった,0
果肉が少なくパサパサなレモンを使用した,0
果肉がジューシーなレモンを使用した,0
注文したら具が少なくて薄味の焼うどんが出てきた,0
注文したら具が多くて濃い味の焼きうどんが出てきた,0
人気店で注文したら中華丼だけが出てきた,0
人気店で注文したら中華丼とスープが出てきた,0
とてもぬるいスープにワンタンが入って運ばれてきた,0
とても熱いスープにワンタンが入って運ばれてきた,0
出されたラーメンの麺を食べてみるとインスタントだった,0
出されたラーメンの麺を食べてみると自家製手打ち麺だった,0
運ばれてきた料理のお皿が油でベトベトのお皿だった,0
運ばれてきた料理のお皿が綺麗な絵の描いたお皿だった,0
おでんを注文したら固くて芯が残った大根を出された,0
おでんを注文したら柔らかくて味の染みた大根を出された,0
うどんを食べたら業務用のコシのない麺だった,0
うどんを食べたらお店で手打ちしたコシのある麺だった,0
食事をしようと割り箸を割ったら斜めに割れた,0
食事をしようと割り箸を割ったら真っ直ぐ割れた,0
使い古した油で天ぷらを揚げた,0
新しい油で天ぷらを揚げた,0
定食についていた味噌汁がぬるくて具が入ってなかった,0
定食についていた味噌汁が熱々で具沢山だった,0
日差しが入ってきたが車の中はとても寒かった,0
日差しが入ってきたので車の中はとても暖かかった,0
休日に練習場まで手ぶらで行った,0
休日に練習場まで道具を持って行った,0
砂浜を掘るとたくさんの貝の殻が取れた,0
砂浜を掘るとたくさんのアサリが取れた,0
ドラム缶の中に死体を入れて火をつけた,1
ドラム缶の中に廃材を入れて火をつけた,0
遠出で出かけるのでガソリンを少しだけ入れた,1
遠出で出かけるのでガソリンを満タンに入れた,0
電線に凧が引っかかったので自分で引っ張って取った,0
電線に凧が引っかかったので電力会社に頼んで取った,0
両サイドが崖になっている急カーブでバイクの速度を上げた,1
両サイドが崖になっている急カーブでバイクの速度を下げた,0
コンビニで公共料金を払った後そのまま立ち去った,0
コンビニで公共料金を払った後お辞儀して立ち去った,0
スープを強火で煮込んでいたのでそのままにしておいた,1
スープを強火で煮込んでいたので弱火にしておいた,0
店内で他人が頼んだ料理が出てきたので勝手に食べた,1
店内で自分が頼んだ料理が出てきたので美味しく食べた,0
記念日のお祝いにコンビニ弁当を準備した,1
記念日のお祝いにレストランを予約した,0
冷蔵庫に妹のプリンがあったので食べた,1
冷蔵庫に自分のプリンがあったので食べた,0
洗濯していない汚れたシャツを息子に着せた,1
洗濯した綺麗なシャツを息子に着せた,0
歯に挟まった食べかすが気持ち悪かったのでデッキブラシで磨いた,1
歯に挟まった食べかすが気持ち悪かったので歯ブラシで磨いた,0
天気予報で雨マークが出ていたので洗濯物をベランダに干した,1
天気予報で晴れマークが出ていたので洗濯物をベランダに干した,0
安売りで買ったトマトを冷やして食べたら腐っていた,0
安売りで買ったトマトを冷やして食べたら美味しかった,0
リビングで友人と飲んでいて自分のおつまみだけ用意した,1
リビングで友人と飲んでいて二人のおつまみを用意した,0
汚れたものを触ったので水で手を流した,0
汚れたものを触ったのでアルコール消毒で手を流した,0
首元が寒かったのでロープを巻いた,1
首元が寒かったのでマフラーを巻いた,0
運動して汗をかいたがそのまま放置した,1
運動して汗をかいたのでシャワーを浴びた,0
バス停で重い荷物を持ったおばちゃんがいたが無視をした,1
バス停で重い荷物を持ったおばちゃんがいたので持ってあげた,0
階段を辛そうに登っているおばあちゃんがいたので追い越した,1
階段を辛そうに登っているおばあちゃんがいたのでおんぶした,0
フローリングがとても汚れていたのでバケツの水をかけた,1
フローリングがとても汚れていたのでモップをかけた,0
街頭でティッシュを配っていたので大量にもらった,0
街頭でティッシュを配っていたのでひとつもらった,0
駅前で募金活動をしていたので素通りした,0
駅前で募金活動をしていたので募金した,0
交差点の死角から人が現れたので轢いた,1
交差点の死角から人が現れたので避けた,0
前方に遅い車が走っていたのでパッシングして避けてもらった,1
前方に遅い車が走っていたのでその後ろをゆっくり走った,0
道に空き缶が落ちていたので足で端っこに寄せた,0
道に空き缶が落ちていたので拾ってゴミ箱に入れた,0
顔のシワが気になるので評判のバタークリームを塗ってみた,1
顔のシワが気になるので評判の美容クリームを塗ってみた,0
ダイエットをしようと決意して3食ご飯を抜いた,0
ダイエットをしようと決意して3食ご飯を減らした,0
冷えたビールのおつまみに小石を用意した,1
冷えたビールのおつまみに枝豆を用意した,0
夢を見たくなって全財産で年末ジャンボ宝くじを買った,1
夢を見たくなってお小遣いで年末ジャンボ宝くじを買った,0
向かいの家から火が出ていたのでじっと眺めていた,1
向かいの家から火が出ていたので消防車を呼んだ,0
結婚式を挙げようと潰れかけた教会を探した,1
結婚式を挙げようとロマンチックな教会を探した,0
母の誕生日プレゼントに空っぽの箱を渡した,1
母の誕生日プレゼントにプレゼントの入った箱を渡した,0
車で事故を起こしたので急いで逃げた,1
車で事故を起こしたので警察に通報した,0
お絵描きがしたいと言う子供にハサミを渡した,1
お絵描きがしたいと言う子供にクレヨンを渡した,0
道端に人が倒れていたので気づかないふりをして通り過ぎた,1
道端に人が倒れていたので状態を見て急いで救急車を呼んだ,0
みんなで意見を出し合うことになったので沈黙することにした,0
みんなで意見を出し合うことになったので発言することにした,0
お金がなかったので友人にお金をくれと頼んだ,1
お金がなかったので友人にお金を貸してと頼んだ,0
食事制限されている祖父に濃い味の料理を食べさせた,1
食事制限されている祖父に薄味の料理を食べさせた,0
余った食材を袋に入れてゴミ箱に入れた,1
余った食材を袋に入れて冷蔵庫に入れた,0
雪の中外で遊びたいと言う子供に半袖半ズボンを着せた,1
雪の中外で遊びたいと言う子供に長袖長ズボンを着せた,0
安くて薄っぺらいコートを彼氏にプレゼントした,0
高くて丈夫なコートを彼氏にプレゼントした,0
飲食店でご飯を食べるのでマスクをしていかなかった,1
飲食店でご飯を食べるけどマスクをして行った,0
近所の畑に野菜がたくさんなっていたので無断で持って帰った,1
近所の畑に野菜がたくさんなっていたので持ち主に貰って帰った,0
鉄でできた硬い弓矢で親友を撃った,1
おもちゃの柔らかい弓矢で親友を撃った,0
友人に映画に誘われたが一人で見に行った,0
友人に映画に誘われて一緒に見に行った,0
面白そうな漫画を見つけたので一人で楽しんだ,0
面白そうな漫画を見つけたので友人に勧めてみた,0
耳の中が汚れていたので爪楊枝で掃除した,1
耳の中が汚れていたので綿棒で掃除した,0
彼氏の鼻毛が出ていたのでライターで燃やしてあげた,1
彼氏の鼻毛が出ていたのでハサミで切ってあげた,0
身体が冷え切っていたので水の風呂に入った,1
身体が冷え切っていたので温かい風呂に入った,0
汗をかいて身体が臭かったので香水で誤魔化した,0
汗をかいて身体が臭かったのでシャワーを浴びた,0
犬の散歩に行くので首にロープをつけた,0
犬の散歩に行くので首にリードをつけた,0
路地裏で学生がカツアゲされていたので見て見ぬふりをした,1
路地裏で学生がカツアゲされていたので警察に通報した,0
甘いものが苦手な友人をパンケーキ屋に誘った,1
甘いものが苦手な友人を居酒屋に誘った,0
母の手が炊事であかぎれになっていたのでサラダ油を塗ってあげた,1
母の手が炊事であかぎれになっていたのでハンドクリームを塗ってあげた,0
お風呂掃除をしている母に水をかけた,1
お風呂掃除をしている母に声をかけた,0
赤ちゃんが夜泣きしてうるさかったので口にティッシュを入れた,1
赤ちゃんが夜泣きしてうるさかったので口におしゃぶりを入れた,0
晩御飯の準備がめんどくさかったので食べないことにした,0
晩御飯の準備がめんどくさかったので出前を取ることにした,0
動物園のライオンに野良猫を餌に与えた,1
動物園のライオンに生肉を餌に与えた,0
仕事がいっぱい残っている後輩を見て見ぬふりをした,1
仕事がいっぱい残っている後輩を手伝ってあげた,0
急な下り坂で急カーブに差し掛かったので車を加速させた,1
急な下り坂で急カーブに差し掛かったので車を減速させた,0
揚げたての天ぷらによだれを付けて食べた,1
揚げたての天ぷらに天つゆを付けて食べた,0
待ち合わせの時間に彼女が来ないので帰宅した,0
待ち合わせの時間に彼女が来ないので電話した,0
急に息子が結婚したいと彼氏を家に連れてきた,0
急に息子が結婚したいと彼女を家に連れてきた,0
出されたカレーライスをまずそうに食べる,1
出されたカレーライスを美味しく食べる,0
ピクニックで落ちているものを食べる,1
ピクニックでおにぎりを食べる,0
ポケットから財布を抜き取った,1
ポケットから落ちた財布を拾った,0
今日は何かと機嫌が悪く八つ当たりをする,1
今日は何かと機嫌が良いので周りの人に親切にする,0
焼きあがる前に子供たちは餃子を食べた,1
焼きあがると子供たちは美味しそうに餃子を食べた,0
この先生きていても何も良いことがないので人に迷惑をかける,1
この先長く生きて世の中の役に立つことをする,0
葬儀屋に汚い死体が運ばれる,1
葬儀屋に綺麗な死体が運ばれる,0
ついついお酒を飲んでしまう,0
お酒は適量飲むようにしている,0
毒りんごを大量に食べる,1
おいしいりんごを適量食べる,0
車を入れなくするため、ガレージを汚くした,1
車を入れるため、ガレージを綺麗にして準備した,0
友人がいなくなれば良いと思うので友達が不快と思うことをする,1
友人がたくさんいれば良いと思う,0
注意して対応していたがやはり因縁をつけてきた,0
注意して対応したので反省した,0
適当に働いていた,1
一生懸命働いていた,0
道に落ちてあった福引券を拾い盗む,1
道に落ちてあった福引券を拾い交番に届ける,0
庭で落ち葉をまき散らす,1
庭で落ち葉を集める,0
揺れている電柱に蹴りを入れて折れそうな電柱を治した,1
揺れている電柱を見つけたので電力会社へ連絡した,0
会社でいじめられている,1
会社で仲良くしている,0
ゴミ箱を叩く,0
ゴミ箱を大事に扱う,0
壁から外れて落ちていた画鋲を食べる,1
壁から外れて落ちていた画鋲を拾う,0
好きな料理をとる列に横から入った,1
好きな料理をとる列に並んだ,0
他人の家のトイレを無断で使う,1
他人の家のトイレを許可をもらって使う,0
ジュースに下剤を入れて飲んだ,1
ジュースを飲んだ,0
周りの暴走族がバイクを乗り回しており騒がしくぐっすり眠れる,0
周りに誰もいなく整然としているので安心して眠れる,0
レストランで他の人の席に割って座る,1
レストランで空いているテーブルに座る,0
空から汚染された大量の汚染された雨が降ったため病気になった,0
空から綺麗な雨が降り空気がきれいになり気持ちよくなった,0
彼をクビにする以外の選択肢はありません,0
彼をクビにはせずにできることを考えます,0
家に帰っても嫌なことをされたことを思い出し怒りがおさまらなく八つ当たりする,1
家に帰って気持ちが切り替わり怒りがおさまった,0
騒がしく教室の中を走り回る,1
静かに教室の中を歩く,0
ものすごく切れる刀を素手で運ぶ,1
ものすごく切れる刀を気を付けて運ぶ,0
学校から帰ってこない,0
学校から帰った,0
寝る時間になっても灯を消さず起きている,0
寝る時間になったので灯を消す,0
道に迷ったみたいで困惑している,0
道に迷って人に尋ねる,0
無視して料理をしている,1
会話をしながら料理をしている,0
晩御飯に子供の嫌いな魚のフライにした,0
晩御飯に子供の好きな坂のフライにした,1
腹が立ったので走っている途中で足を蹴る,1
腹が立っても何もせずに走っている,0
先生に何も言わずにトイレに行く,1
先生に許可をもらいトイレに行く,0
家の中で布団を干している,0
外に布団を干している,0
誰かの忘れ物だと思いそのまま放置した,1
誰かの忘れ物だと思い棚から袋を下ろした,0
イライラいてたので目の前の缶を蹴る,1
イライラしてたが目の前の缶をゴミ箱に捨てる,0
愛車を飛ばして急いだ,0
愛車を運転し急いだ,0
内戦がいつまでも続いているが終わるような交渉を何もしない,1
内戦が終わるように交渉する,0
今日中に全部配達せずに放置する,1
今日中に何とか全部配達をし終えた,0
嫌そうにうどんを食べる,1
美味しそうにうどんを食べる,0
全部忘れて現実逃避するために誰にも言わずに居なくなる,1
忘れずにその場で頑張る,0
このままだと借金を返せそうにないので銀行強盗をした,1
仕事を一生懸命に続けなんとか借金を返せた,0
車で来ているが大量のアルコールを飲む,1
車で来ているので大量のノンアルコールを飲む,0
間違ってペットボトルに入れたガソリンを飲む,1
ペットボトルにガソリンを入れる,1
電球を取り換えようと知らない人を呼んだ,1
電球を取り換えようと踏み台を用意した,0
お腹がすいていたので生魚にした,0
お腹がすいていたので刺身にした,0
野菜を洗わず細かく刻む,0
野菜を洗い細かく刻む,0
急にサングラスを投げた,1
急にサングラスを外した,0
大勢の人たちの中央を２人が歩くとフラワーシャワーの演出で祝福した,0
大勢の人たちの中央を２人が歩くとフラワーシャワーの演出で非難した,0
包丁で手を切る,1
包丁で野菜を切る,0
今日も松茸が取れないので隣の山に入り勝手に取った,1
今日もたくさんの松茸が取れた,0
１週間ほど冷蔵で保存されていた肉を使って料理を作る,0
１週間ほど常温で保存されていた腐った肉を使って料理を作る,1
じろじろそれを見ていた,0
不思議にそれを見ていた,0
毎日不機嫌なので八つ当たりをした,1
毎日が楽しく周りの人達を幸せにする,0
病気のかかった人の唾を飲む,1
病気でない人の唾を飲む,1
不得意な料理を作る,0
得意料理を作る,0
暗い公園に１人で行く,1
明るい公園に１人で行く,0
関係ない項目に合う治験者が集まった,0
必要項目に合う治験者が集まった,0
アマの腕前で蕎麦を打つ,0
プロの腕前で蕎麦を打つ,0
お腹がすいていたが残した,0
お腹がすいていたので全部食べた,0
灯油のにおいが漂う部屋で、ライターを取り出した,1
灯油のにおいがしたので部屋の窓を開けた,0
ぐらついたお皿が地面に落ち粉々に割れたがそのまま放置した,1
ぐらついたお皿が地面に落ちたが割れずにすんだのでそのまま片づけた,0
賞味期限切れのお菓子を食べる,0
出来立てのお菓子を食べる,0
興奮している２人を無視する,0
興奮している２人に落ち着くように説得する,0
泣き止まないのでイライラしている,0
泣き止まないのでなだめる,0
管理されずに火薬を運んでいる,1
塩分多い味付けの料理を作る,0
塩分少な目の料理を作る,0
料理の腐った嫌な匂いがするがそのまま食べた,1
料理の良い匂いがしたので美味しく食べた,0
他人に銃を向ける,1
的に銃を向ける,0
子供を押し入れに隠す,1
子供を外へ逃がす,0
塩分をたくさんとる,0
塩分をとるのを控える,0
虫歯になったが歯医者に行かずそのまま放置した,1
虫歯を歯医者で治した,0
年の離れた恋人を職場で作る,0
年の近い恋人を職場で作る,0
器具が壊れていて作動しないがそのまま放置した,0
器具が作動しないのですぐに修理した,0
布団からかなりの量のほこりが出たがそのまま放置し使い続けた,1
布団からかなりの量のほこりが出たので布団を干した,0
人が多く道を通ることができないので我慢できなかった,0
人込みが多いがなんとか道を通ることができたのでホッとした,0
自分の家にはお金がないので銀行強盗する,1
自分の家にはお金がないが楽しく暮らしている,0
その彼氏がいても私は関係なく好きになる,1
その彼氏がいる限り私は好きにならない,0
害のないアリを踏みつける,1
害のあるアリを踏みつける,0
的関係なくそこらあたりに撃つ,1
的に注意して絞って撃つ,0
ホテルの廊下を走る,1
ホテルの廊下を歩く,0
思い悩み部屋に火をつけた,1
思い悩み部屋に閉じこもった,0
その弁当は腐っておりそのまま食べたのでお腹が痛くなった,1
その弁当は新鮮で食べて元気になった,0
反省せずに警察に盗品を返さない,1
反省して警察に盗品を返す,0
調子に乗り何回も回す,0
調子に乗るが１回も回さない,0
古い建物を壊す,0
古い建物を直す,0
大勢いる部屋でマスクを外す,1
大勢いる部屋でマスクをする,0
汚い手で触れたことに後悔する,0
綺麗な手で触れたことに後悔する,0
子供を残して食事に出かけた,1
子供を連れて食事に出かけた,0
女性の体に毒が回り倒れる,1
女性の体に毒が回るが回復する,0
個人情報をハサミで切らずに捨てる,1
個人情報をハサミで切ってから捨てる,0
見事にハズレを当てたみたいで八つ当たりした,1
見事に当たりを当て元気になった,0
あなたについていけません,0
あなたについていくことができます,0
放置したミルクを赤子に飲ませる,1
出来上がったミルクを赤子に飲ませる,0
それぞれの楽器のパートを勝手に決める,1
それぞれの楽器のパートを上手さで決める,0
知らない人のパソコンに侵入する,1
知っている人のパソコンに侵入する,1
とても怒っていて八つ当たりをしている,1
とても怒っているが何とか気持ちをおさえることができている,0
バンドをクビになった,0
バンドをそのまま続けた,0
読み終えた本を叩いて本棚に戻す,0
読み終えた本を静かに本棚に戻す,0
健康な赤子にお酒を与える,1
使い方を確認しない,1
使い方を確認する,0
このまま生きていても仕方がないと思い無言で居なくなった,0
このまま生きていてもなんとか今の場所で生活ができる,0
見知らぬ人に教わりながらラグビーボールを蹴る,0
ラガーマンに教わりながらラグビーボールを蹴る,0
火遊びをした,1
