Original_ID,sent,label
10655,もらった本を雑に扱う,1
10656,もらった本を丁寧に扱う,0
10657,から揚げに勝手にレモンをかける,1
10658,から揚げに勝手に塩をかける,1
10659,彼のダイエットのために下剤を入れた,1
10660,彼のダイエットのために食物繊維を入れた,0
10661,彼女に「かわいくないね」と言った,1
10662,彼女に「個性的だね」と言った,0
10663,騒ぐために酒を飲む,1
10664,楽しむために酒を飲む,0
10665,食べ物が道端に捨ててあったので食べた,1
10666,食べ物が道端に捨ててあったので持って帰った,0
10667,ご飯を吐くほど食べた,1
10668,ご飯をおいしく食べた,0
10669,食べ放題で吐いても食べる,1
10670,食べ放題で吐く手前まで食べる,1
10671,ホルモンを生焼けで食べる,0
10672,新鮮な牛肉を生焼けで食べる,0
10673,アルコールを規定量以上飲む,1
10674,アルコールを規定量以内に飲む,0
10675,気持ち悪いので動物を追い返す,0
10676,アレルギーがあるので動物を追い返す,0
10677,文句をいいながら批評する,1
10678,良い点をいいながら批評する,0
10679,困っているおじいさんを無視する,1
10680,困っているおばあさんを助ける,0
10681,他人の容姿を批判する,1
10682,他人の行動を批判する,1
10683,友人がいいことをしたので批判する,1
10684,友人が悪いことをしたので批判する,0
10685,落し物があったので放置した,1
10686,落し物があったので届けた,0
10687,口に食べ物をいれたまま喋る,1
10688,口に食べ物をいれたら静かにする,0
10689,試験の成績が悪かったので着ている服を没収した。,1
10690,試験の成績が悪かったのでゲームを没収した。,0
10691,邪魔になるので放置した,1
10692,邪魔になるので対応した,0
10693,物事の悪い点をいい続ける,1
10694,物事の良い点をいい続ける,0
10695,未成年にお酒を勧める,1
10696,成人にお酒を勧める,0
10697,料理を待つ間に勝手に別のものを食べる,1
10698,料理を待つ間に勝手に手伝う,0
10699,ラーメンとパスタが出てきた,0
10700,ラーメンとチャーハンが出てきた,0
10701,キャストが他の人を褒めたので変更した,1
10702,キャストが他の人を批判したので変更した,0
10703,業者のサービスに文句を言う,0
10704,業者の不手際に文句を言う,0
10705,パチンコ屋で隣の人の球をもらう,0
10706,パチンコ屋で隣の友人の球をもらう,0
10707,部屋に人がいたので鍵を壊して入った,1
10708,部屋に倒れている人がいたので鍵を壊して入った,0
10709,ダイエット中の人にラーメンをおごる,1
10710,ダイエット中の人にランプステーキをおごる,1
10711,コーヒーを白いシャツにこぼしてしまう,0
10712,コーヒーを黒いシャツにこぼしてしまう,0
10713,仕事のミスを部下のせいにする,1
10714,仕事のミスを自分のせいにする,0
10715,電話をして業者に作業に来るように命令する,0
10716,電話をして業者に作業に来るようにお願いする,0
10717,お客様に溶けたアイスを渡す,1
10718,お客様に冷えたアイスを渡す,0
10719,家の扉を壊して入る,1
10720,家の扉を開けて入る,0
10721,もらったCDを売り渡す,0
10722,もらったCDを弟に渡す,0
10723,みんなで見るテレビの画面を近づいてみる,1
10724,みんなで見るテレビの画面を離れてみる,0
10725,成績が悪かった子供の服を取り上げる,1
10726,成績の悪かった子供のゲームを取り上げる,0
10727,カードを売るために買う,0
10728,カードを集めるために買う,0
10729,好奇心で魚を水から取り出す,1
10730,食べるために魚を水から取り出す,0
10731,人のお菓子を勝手に食べる,1
10732,自分のお菓子を勝手に食べる,0
10733,猫にドックフードをあげる,1
10734,猫にキャットフードをあげる,0
10735,葬儀の場で大声で笑う,1
10736,葬儀の場で静かに泣く,0
10737,芸人のネタを見てつまらないと本人に言う,1
10738,芸人のネタを見ておもしろいと本人に言う,0
10739,彼女はよく約束を忘れる,1
10740,彼女はよくものを忘れる,0
10741,自分のミスは何でも許す,1
10742,自分のミスは何でも許さない,0
10743,他人のミスは強く責める,1
10744,他人のミスは許容する,0
10745,上司の指示をすべて無視する,1
10746,他人の指示をすべて無視する,1
10747,外国でも自分の国の言葉だけを喋る,1
10748,外国ではその国の言葉を喋る,0
10749,クマに出会ったので友人を置いて逃げた,1
10750,虫にであったので友人を置いて逃げた,1
10751,一方的に好きな子にキスをする,1
10752,互いに好きな子にキスをする,0
10753,友人から誕生日に虫の死骸をもらう,1
10754,友人から誕生日に虫の卵をもらう,1
10755,間違っていた書類を黙って渡す,1
10756,間違っていた書類を指摘して渡す,0
10757,ゲームは息子のことを思って壊した,1
10758,ゲームは息子のことを思って隠した,0
10759,お酒は高校生になってから,1
10760,お酒は20歳になってから,0
10761,くすりを適量の倍飲んでいる,1
10762,くすりを適量の分飲んでいる,0
10763,お味噌汁に砂糖を入れる,1
10764,お味噌汁にお塩を入れる,0
10765,チンチロで一人だけ456サイコロをふる,1
10766,チンチロで一人だけ普通のサイコロをふる,0
10767,映りが悪いので薄型テレビをたたく,1
10768,映りが悪いのでブラウン管テレビをたたく,0
10769,教師が帽子を脱いだらかつらが落ちたので笑う,1
10770,教師が帽子を脱いだらかつらが落ちたので拾う,0
10771,人のコップに血を注ぐ,1
10772,人のコップにジュースを注ぐ,0
10773,携帯の充電器を見知らぬ人から借りる,0
10774,携帯の充電器を友人から借りる,0
10775,お姉さんがきれいなので後をつける,1
10776,お姉さんがきれいなので声をかける,0
10777,ストレス発散のために外で暴れる,1
10778,ストレス発散のために道場で暴れる,0
10779,人の迷惑になることを率先して行う,1
10780,人のためになることを率先して行う,0
10781,文章を作る時は人の実名を使っている,1
10782,文章を作る時は偽名を使っている,0
10783,人の言う事はすべて嘘だと思っている,1
10784,人の言う事はすべて本当だと思っている,0
10785,作った有名人のサインを売る,1
10786,もらった有名人のサインを売る,1
10787,ペットボトルを燃えないごみに捨てる,1
10788,電車の中でははっきりと喋る,0
10789,電車の中ではひっそりと喋る,0
10790,携帯を使いながら車を運転する,1
10791,頭を使いながら車を運転する,0
10792,剣道の試合にて当たっているが息子なので判定を出さない,1
10793,剣道の試合にて息子だがあたっているので判定を出す,0
10794,昔に刑務所に勤めていたことを自慢する,1
10795,昔に興信所に勤めていたことを自慢する,1
10796,友人が犯罪者は生きる価値がないといったので同調した,1
10797,友人が犯罪者は生きる価値がないといったので反論した,0
10798,帽子を見つけたので足につけた,1
10799,帽子を見つけたので頭につけた,0
10800,確率通りに引けないのでクレームを入れる,0
10801,確率通りに引けないのであきらめる,0
10802,薬局にて薬を購入し他の人に売る,1
10803,薬局にて薬を購入し自分に使う,0
10804,彼は誰かのために動くのは愚かなことだといった,1
10805,彼は誰かのために動くのは素晴らしいことだといった,0
10806,楽しみにしていたジュースの炭酸を抜かれていた,1
10807,楽しみにしていたジュースを冷やされていた,0
10808,カードを買ってネットで売っている,0
10809,カードを買って家で集めている,0
10810,ラーメンが熱いので店員に文句を言う,1
10811,ラーメンが冷たいので店員に文句を言う,0
10812,ホットコーヒーを注文したら熱かったので文句を言う,1
10813,ホットコーヒーを注文したら冷たいので文句を言う,0
10814,家族の車を勝手に使った,1
10815,家族の車を相談して使った,0
10816,友人にカンニングをするように勧めた,1
10817,友人に勉強をするように勧めた,0
10818,真冬に半袖半ズボンを子供に着させる,1
10819,真夏に半袖半ズボンを子供に着させる,0
10820,誕生日に友人の嫌いなものを送る,1
10821,誕生日に友人の好きなものを送る,0
10822,時計の調子が悪いのですぐ捨てる,1
10823,時計の調子が悪いのですぐ直す,0
10824,叔父からもらったものはすぐに捨てた,1
10825,叔父からもらったものはちゃんと保管した,0
10826,女性のために制汗剤をプレゼントする,0
10827,女性のために香水をプレゼントする,0
10828,おじさんに対して「くさい、きもい」という,1
10829,おじさんに対して「少し臭いがきつい」という,1
10830,ネットゲームで負けそうなので切断する,1
10831,ネットゲームで負けそうなので頑張る,0
10832,誰かに頼まれた作業をわからないのであきらめた,1
10833,誰かに頼まれた作業をわからないので他に聞いた,0
10834,母のコーヒーには泥水を混ぜる,1
10835,母のコーヒーにはミルクを混ぜる,0
10836,刑務所のご飯は「くさい飯」だと批評する,1
10837,刑務所のご飯は「健康的」だと批評する,0
10838,我慢ができないので彼はその場で叫んだ,1
10839,我慢ができないので彼はその場で息を吐いた,0
10840,カレーの隠し味にカレー粉を使った,0
10841,カレーの隠し味にりんごを使った,0
10842,ラーメンと表記してうどんを販売する,1
10843,ラーメンと表記して中華そばを出す,0
10844,間違いを指摘すると彼女は反論した,0
10845,間違いを指摘すると彼女は認めた,0
10846,間違いを指摘すると年上の部下はキレだした,1
10847,間違いを指摘すると年上の上司はキレだした,1
10848,監督は金のために危険なことをするように言う,1
10849,監督は映画のために危険なことをするように言う,1
10850,彼はかくれんぼに勝つために家に帰った,1
10851,彼はかくれんぼに勝つために隠れた,0
10852,挨拶をするときは聞こえないようにしている,1
10853,挨拶をするときは大きな声でしている,0
10854,何かした時は言い訳からするのがいいと教わった,1
10855,何かした時は謝罪からするのがいいと教わった,0
10856,排泄物を我慢できずにその場で出した,1
10857,排泄物を我慢できてトイレで出した,0
10858,欲しいものがあるので待機列の中に入った,0
10859,欲しいものがあるので待機列の最後に入った,0
10860,母が買ってきたものはいらないので文句を言う,1
10861,母が買ってきたものはいらなかったがお礼を言う,0
10862,文章を読むときは流しながら適当に読む,1
10863,文章を読むときは確認しながらしっかりと読む,0
10864,勝つためには卑怯なことをする,1
10865,勝つためには正々堂々と勝負する,0
10866,太れない人に良く食べるねという,1
10867,太ってる人に良く食べるねという,1
10868,痩せているが太れない人にもっと食べなよという,1
10869,痩せているが太りたい人にもっと食べなよという,1
10870,公園ではとに餌をあげる,0
10871,公園で飼っている猫に餌をあげる,0
10872,死んだら二度とその人を馬鹿に出来ないという,0
10873,死んだら二度とその人と話せないという,0
10874,ランニング中の彼の足もとに油をこぼした,1
10875,ランニング中の彼の足もとに水をこぼした,1
10876,自転車を直すために大工さんに依頼した,0
10877,自転車を直すために整備士に依頼した,0
10878,世界を美しくするために今日もごみを捨てる,1
10879,世界を美しくするために今日もごみを拾う,0
10880,祭りの日はけがを気にせずに騒ぐ,1
10881,祭りの日はけがをしないように騒ぐ,0
10882,試合で反則をバレないようにして彼は勝った,1
10883,試合で反則をせずに彼は勝った,0
10884,トランプで欲しいカードがくるようにシャッフルする,0
10885,トランプで欲しいカードがくるように祈りながらシャッフルする,0
10886,映画館でせんべいを音をたてながら食べる,1
10887,映画館でせんべいを音を立てないように食べる,1
10888,男同士のタイマンなので武器を隠し持って行く,1
10889,男同士のタイマンなので素手で行く,0
10890,取引先に機械類を何も包まずに送った,1
10891,取引先に機械類を包装材に包んで送った,0
10892,友人が送ってくれたお酒を他人に飲まれた,1
10893,友人が送ってくれたお酒を親に飲まれた,1
10894,火事が見えたので写真を撮ってSNSにあげた,1
10895,火事が見えたので通報した,0
10896,女性の気を引くために裸を見せつける,1
10897,女性の気を引くためにボディタッチをする,1
10898,自転車を整備するためにサラダ油を使っている,0
10899,自転車を整備するためにチェーンオイルを使っている,0
10900,横断歩道を渡っている老人がいたが青信号なので車を走らせた,1
10901,横断歩道を渡っている老人がいたので青信号だが車を止めた,0
10902,社内コンペを勝ち取るために他社の商材を持ってくる,1
10903,社内コンペを勝ち取るためにオリジナルの商材を持ってくる,0
10904,小学校でいじめをなくすために首謀者をいじめる,1
10905,小学校でいじめをなくすために首謀者を懲らしめる,0
10906,サッカーの応援のために街に繰りだして騒ぐ,0
10907,サッカーの応援のために家で友人と集まる,0
10908,世界一周のためにお金を借りる,0
10909,世界一周のためにお金を貯める,0
10910,部品の修理をするために他社の工場のものを勝手に使う,1
10911,部品の修理をするために自社の工場のものを勝手に使う,0
10912,ソフトウェアは正常に作動しているが料金は払わないと告げる,1
10913,ソフトウェアは正常に作動していないので料金は払わないと告げる,0
10914,クリームパスタにハバネロソースをかける,0
10915,トマトパスタにハバネロソースをかける,0
10916,近くの夏祭りにドイツの民族衣装で向かう,0
10917,近くの夏祭りに日本の浴衣で向かう,0
10918,エジソンの伝記を読んだので、私はエジソンだと名乗る,1
10919,エジソンの伝記を読んだので、私はエジソンのようになりたい,0
10920,闇鍋をするというのでフグを持ってきた,0
10921,闇鍋をするというのでウナギを持ってきた,0
10922,農作業をしっかりこなすために休憩もなく働かせた,1
10923,農作業をしっかりこなすために休憩しながら働かせた,0
10924,魚をたくさん釣ってしまったので駅のコインロッカーに保管した,1
10925,魚をたくさん釣ってしまったので自宅の冷蔵庫に保管した,0
10926,職場のオフィスでタバコを吸って一息ついた,0
10927,職場のオフィスでコーヒーを飲んで一息ついた,0
10928,勉強がわからないと聞いてきた息子を無視した,1
10929,勉強がわからないと聞いてきた息子に勉強を教えた,0
10930,帰宅すると父が倒れていたので見て見ぬ振りをした,1
10931,帰宅すると父が倒れていたので救急車を呼んだ,0
10932,風呂上がりの姉にサラダ油をコップに入れて渡した,1
10933,風呂上がりの姉に冷水をコップに入れて渡した,0
10934,寿退社する先輩にお祝いの枯れ草を渡した,1
10935,寿退社する先輩にお祝いの花束を渡した,0
10936,タブレットが汚れたと友人が言っていたので使用済みのティッシュを渡した,1
10937,タブレットが汚れたと友人が言っていたのでキレイな布を渡した,0
10938,歯磨き粉がなくなったので新しいわさびを出した,1
10939,歯磨き粉がなくなったので新しい歯磨き粉を出した,0
10940,祖母の形見の壺にナイフを刺した,1
10941,祖母の形見の壺に一輪の花を挿した,0
10942,寝ている祖母にそっと熱湯をかけた,1
10943,寝ている祖母にそっと布団をかけた,0
10944,お腹が空いて泣いている赤ちゃんにお酒を飲ませた,1
10945,お腹が空いて泣いている赤ちゃんにミルクを飲ませた,0
10946,仕事から帰ってきた父に残飯を食べさせた,0
10947,仕事から帰ってきた父に晩御飯を食べさせた,0
10948,落とし物の携帯電話を拾ってそのまま使った,1
10949,落とし物の携帯電話を拾って交番に届けた,0
10950,冷え性の母の足に火をつけて温めてあげた,1
10951,冷え性の母の足に湯たんぽをつけて温めてあげた,0
10952,友達が寂しそうにしていたので見てないふりをした,1
10953,友達が寂しそうにしていたので話しかけてみた,0
10954,靴を磨こうとしている母に綿菓子を渡した,1
10955,靴を磨こうとしている母に靴ブラシを渡した,0
10956,確保した犯人を釘を打ち付けて拘束した,1
10957,確保した犯人を手錠を掛けて拘束した,0
10958,お昼ご飯のおにぎりをティッシュに包んだ,1
10959,お昼ご飯のおにぎりをラップに包んだ,0
10960,庭の木の手入れをする祖父にハサミを渡した,0
10961,庭の木の手入れをする祖父にノコギリを渡した,0
10962,もうすぐ帰ってくる旦那のために湯船に水を張った,1
10963,もうすぐ帰ってくる旦那のために湯船にお湯を張った,0
10964,缶詰を開けようとしている妹にハンマーを渡した,1
10965,缶詰を開けようとしている妹に缶切りを渡した,0
10966,運転中に眩しそうだった彼氏の両目を手で覆ってあげた,1
10967,運転中に眩しそうだった彼氏の両目をサングラスで覆ってあげた,0
10968,長時間運転している彼氏が退屈しないようにいびきを聴かせてあげた,1
10969,長時間運転している彼氏が退屈しないように話を聴かせてあげた,0
10970,外で遊んでいた弟が鼻水を垂らしていたので落ち葉で拭いてあげた,1
10971,外で遊んでいた弟が鼻水を垂らしていたのでハンカチで拭いてあげた,0
10972,雨が降りそうなので出掛ける祖母に杖を渡した,1
10973,雨が降りそうなので出掛ける祖母に傘を渡した,0
10974,テーブルの上が汚かったので服で拭いた,1
10975,テーブルの上が汚かったので布巾で拭いた,0
10976,祖父の大事なお客様が来たのでポテチとコーラをお出しした,0
10977,祖父の大事なお客様が来たのでお茶とお菓子をお出しした,0
10978,登山に行く息子にビーチサンダルを買ってあげた,1
10979,登山に行く息子に登山シューズを買ってあげた,0
10980,お腹が空いたのでカップラーメンを作ってと言われたので水を入れたあげた,1
10981,お腹が空いたのでカップラーメンを作ってと言われたのでお湯を入れてあげた,0
10982,夕飯の買い物を頼まれたのでドックフードを買って帰った,1
10983,夕飯の買い物を頼まれたので惣菜を買って帰った,0
10984,アカギレしている母の手に生クリームを塗ってあげた,1
10985,アカギレしている母の手にハンドクリームを塗ってあげた,0
10986,父の靴下が破れていたのでガムテープで補修した,1
10987,父の靴下が破れていたので当て布で補修した,0
10988,カレーの隠し味に美味しいと聞いたので犬の糞を入れた,1
10989,カレーの隠し味に美味しいと聞いたのでチョコレートを入れた,0
10990,上司のグラスが空いていたので手酌でお酒を注いでもらった,0
10991,上司のグラスが空いていたのでお酌してお酒を注いだ,0
10992,子供のおやつで戸棚に石を置いてあげた,1
10993,子供のおやつで戸棚にクッキーを置いてあげた,0
10994,洗濯物を干してと言われたので雨の降る庭に干した,1
10995,洗濯物を干してと言われたので晴れた庭に干した,0
10996,水に味噌を溶かして朝ご飯の味噌汁を作った,0
10997,だし汁に味噌を溶かして朝ご飯の味噌汁を作った,0
10998,トイレで手を洗った後に両手を振り回して乾かした,1
10999,トイレで手を洗った後に両手をハンカチで拭いて乾かした,0
11000,小学生相手にプロ野球選手が本気でボールを投げた,1
11001,プロ野球選手相手に小学生が本気でボールを投げた,0
11002,急に雨が降り出したのでカバンから折り紙を出した,1
11003,急に雨が降り出したのでカバンから折りたたみ傘を出した,0
11004,ふっくらジューシーな美味しそうなハンバーグの中身が生焼けだった,0
11005,ふっくらジューシーな美味しそうなハンバーグの中身がチーズだった,0
11006,友人を訪ねたら出掛けていたので勝手に家の中で待った,1
11007,友人を訪ねたら出掛けていたので後日また出直すことにした,0
11008,新鮮なお刺身をいただいたのでデスソースをかけて食べた,1
11009,新鮮なお刺身をいただいたので刺身醤油をかけて食べた,0
11010,電車のドアに挟まれそうになったので他人のカバンを代わりに挟んだ,1
11011,電車のドアに挟まれそうになったので自分のカバンを代わりに挟んだ,1
11012,お土産にもらったケーキをゴミ箱に入れた,1
11013,お土産にもらったケーキを冷蔵庫に入れた,0
11014,マッサージ機をしながら寝ている父に水をかけた,1
11015,マッサージ機をしながら寝ている父に毛布をかけた,0
11016,寒そうにしている友人にアイスコーヒーをご馳走してあげた,1
11017,寒そうにしている友人にホットコーヒーをご馳走してあげた,0
11018,向かいの部屋を見るために望遠鏡を購入した,1
11019,満点の星空を見るために望遠鏡を購入した,0
11020,一口食べて腐っていたゆで卵を子供に食べさせた,1
11021,一口食べて美味しかったゆで卵を子供に食べさせた,0
11022,ハンドメイドで作った失敗作を売った,1
11023,ハンドメイドで作った力作を売った,0
11024,美味しいワインのおつまみに地図を出した,1
11025,美味しいワインのおつまみにチーズを出した,0
11026,お世話になった先輩の誕生日に果たし状を送った,1
11027,お世話になった先輩の誕生日にバースデイカードを送った,0
11028,初めての結婚記念日にコンビニの弁当とケーキを準備した,0
11029,初めての結婚記念日に手料理と手作りケーキを準備した,0
11030,どうぞと出されたコーヒーに指を入れた,1
11031,どうぞと出されたコーヒーにミルクを入れた,0
11032,一年間貯金していた妹の貯金箱を持ってパチンコに行った,1
11033,一年間貯金していた妹の貯金箱を持って銀行に行った,0
11034,教室のホワイトボードに油性ペンを置いてあげた,1
11035,教室のホワイトボードに水性ペンを置いてあげた,0
11036,友人がお金に困っていたので消費者金融を紹介してあげた,1
11037,友人がお金に困っていたのでアルバイトを紹介してあげた,0
11038,食べかけのお菓子をゴミ箱に入れた,0
11039,食べかけのお菓子をおやつ箱に入れた,0
11040,毎日寒くなってきたので子供にサンダルを買ってあげた,1
11041,毎日寒くなってきたので子供にブーツを買ってあげた,0
11042,雪の降るなか外出する祖母の首にロープをかけた,1
11043,雪の降る中外出する祖母の首にマフラーをかけた,0
11044,満面の笑みで葬儀場に向かう,1
11045,泣き腫らした顔で葬儀場に向かう,0
11046,ライバルに負けたくなくて一生懸命カンニングをしてテストを頑張った,1
11047,ライバルに負けたくなくて一生懸命勉強をしてテストを頑張った,0
11048,手作りシュークリームの中に美容クリームを入れて作ってみた,1
11049,手作りシュークリームの中に生クリームを入れて作ってみた,0
11050,洗わず汚れた手で赤ちゃんに離乳食を食べさせた,1
11051,洗って消毒した手で赤ちゃんに離乳食を食べさせた,0
11052,公園にキレイな花が咲いていたので除草剤を撒いた,1
11053,公園にキレイな花が咲いていたので肥料を撒いた,0
11054,庭ではしゃいでいた犬に針のついたボールを投げた,1
11055,庭ではしゃいでいた犬に柔らかいゴムのボールを投げた,0
11056,仲良くなりたい女の子の自宅の場所を聞いた,0
11057,仲良くなりたい女の子の趣味を聞いた,0
11058,足の悪い老人が階段を降りていたのでそっと手で押した,1
11059,足の悪い老人が階段を降りていたのでそっと手を貸した,0
11060,出来立てのたこ焼きを頭の上に並べた,1
11061,出来立てのたこ焼きを皿の上に並べた,0
11062,毛玉がたくさんついているトレーナーに掃除機をかけた,0
11063,毛玉がたくさんついているトレーナーに毛玉とり機をかけた,0
11064,上司の袖のボタンが取れそうだったので接着剤でつけてあげた,1
11065,上司の袖のボタンが取れそうだったので針と糸でつけてあげた,0
11066,コンタクトがずれて目が痛かったので風邪薬をさした,1
11067,コンタクトがずれて目が痛かったので目薬をさした,0
11068,新しい財布に人の皮の財布を購入した,1
11069,新しい財布にワニの皮の財布を購入した,0
11070,外が寒くて身体が冷えていたので冷水の湯船に浸かった,1
11071,外が寒くて身体が冷えていたので温水の湯船に浸かった,0
11072,履いていた靴下が臭かったのでソースをかけて誤魔化した,1
11073,履いていた靴下が臭かったので香水をかけて誤魔化した,0
11074,愛犬が寒そうだったのでビニール袋を着せた,1
11075,愛犬が寒そうだったので犬用の服を着せた,0
11076,彼女のプレゼントに犬の毛皮のコートを選んだ,0
11077,彼女のプレゼントにミンクの毛皮のコートを選んだ,0
11078,注文されたコーヒーに砂糖とミルクを入れてお出しした,0
11079,注文されたコーヒーに砂糖とミルクを付けてお出しした,0
11080,禁煙のお店だったけど他の人がいなかったので店内でタバコを吸った,1
11081,禁煙のお店だったけど他の人がいなかったので店外でタバコを吸った,0
11082,歩きタバコをしている人に注意して水をかけた,1
11083,歩きタバコをしている人に注意して声をかけた,0
11084,仕事が捗らずイライラするので書類をくしゃくしゃにした,0
11085,仕事が捗らずイライラするので髪をくしゃくしゃにした,0
11086,お客様の肌が荒れていたのでカスタードクリームを塗ってあげた,1
11087,お客様の肌が荒れていたので美容クリームを塗ってあげた,0
11088,大浴場の湯船にシャンプーをつけて入った,1
11089,大浴場の湯船にシャンプーハットをつけて入った,1
11090,横でくつろいでいた父にくしゃみをかけた,1
11091,横でくつろいでいた父に膝掛けをかけた,0
11092,リビングのストーブに火がついたのでサラダ油をかけた,1
11093,リビングのストーブに火がついたので消火器をかけた,0
11094,ゲームで負けたのでコントローラーを投げつけた,1
11095,ゲームで負けたのでコントローラーを置いた,0
11096,隣の家が燃えていたのでしばらく眺めていた,1
11097,隣の家が燃えていたので消防車を呼んだ,0
11098,アンパンの中身に納豆を入れた,1
11099,アンパンの中身に小豆を入れた,0
11100,親猫とはぐれた子猫においしいコーラを飲ませた,1
11101,親猫とはぐれた子猫においしいミルクを飲ませた,0
11102,肩が凝っている祖母の肩を金槌で叩いてあげた,1
11103,肩が凝っている祖母の肩を両手で叩いてあげた,0
11104,ベンチにバックを忘れていたので金目の物をもらって交番に届けた,1
11105,ベンチにバックを忘れていたので中身は見ないで交番に届けた,0
11106,自分の自転車が盗まれたので横にあった自転車に乗って帰った,1
11107,自分の自転車が盗まれたので被害届を出して歩いて帰った,0
11108,試験勉強をしている息子に睡眠薬入りのドリンクを飲ませた,1
11109,試験勉強をしている息子に栄養剤入りのドリンクを飲ませた,0
11110,ダンスの指導として相手の足を引っ張った,1
11111,ダンスの指導として相手の腕を引っ張った,1
11112,一日忙しくてすごく疲れたので肩の骨を抜いた,1
11113,一日忙しくてすごく疲れたので肩の力を抜いた,0
11114,おやつが欲しいと子供が駄々をこねるので小石を与えた,1
11115,おやつが欲しいと子供が駄々をこねるのでチョコレートを与えた,0
11116,庭の雑草を処理するために豆を撒いた,1
11117,庭の雑草を処理するために除草剤を撒いた,0
11118,風邪症状があって発熱もしていたが会社に出勤した,1
11119,風邪症状があって発熱もしていたので会社を休んだ,0
11120,新しい冷蔵庫を買ったので愛犬を入れてみた,1
11121,新しい冷蔵庫を買ったのでジュースを入れてみた,0
11122,油汚れがすごかったのでコーラを使って洗ってみた,1
11123,油汚れがすごかったので洗剤を使って洗ってみた,0
11124,布団の中が冷たいと祖母が言うのでやかんを布団の中に入れてあげた,1
11125,布団の中が冷たいと祖母が言うので湯たんぽを布団の中に入れてあげた,0
11126,新しいオーブンを使って愛犬の丸焼きを焼いてみた,1
11127,新しいオーブンを使って豚の丸焼きを焼いてみた,0
11128,部屋の模様替えで血を使って壁を塗り替えた,1
11129,部屋の模様替えでペンキを使って壁を塗り替えた,0
11130,外がすごく寒かったので彼女に新聞紙を掛けてあげた,1
11131,外がすごく寒かったので彼女にコートを掛けてあげた,0
11132,晩御飯に残飯を使ったチャーハンを作った,0
11133,晩御飯に冷や飯を使ったチャーハンを作った,0
11134,街で偶然あった知人を無視した,1
11135,街で偶然あった知人と会話した,0
11136,街頭演説をしている候補者に罵声を送った,1
11137,街頭演説をしている候補者にエールを送った,0
11138,洗濯機に汚れた犬を入れた,1
11139,洗濯機に汚れた服を入れた,0
11140,天気がいいので物干し竿に開いたアヒルを干した,1
11141,天気がいいので物干し竿に開いたアジを干した,1
11142,炎天下の中で遊んできた子供に泥水を飲ませた,1
11143,炎天下の中で遊んできた子供に麦茶を飲ませた,0
11144,初めての主役で緊張しないように坊主にするように進言した,1
11145,初めての主役で緊張しないように堂々とするように進言した,0
11146,ダイエット中の友人に砂糖がいっぱい入ったジュースを飲ませた,1
11147,ダイエット中の友人に野菜がいっぱい入ったジュースを飲ませた,0
11148,キレイな花がたくさん咲いているので除草剤を撒いた,1
11149,キレイな花がたくさん咲いているので水を撒いた,0
11150,健康に気遣う祖母のために農薬いっぱいの野菜を栽培した,1
11151,健康に気遣う祖母のために無農薬の野菜を栽培した,0
11152,お気に入りのゴルフクラブでおもいっきり人の頭を打った,1
11153,お気に入りのゴルフクラブでおもいっきりゴルフボールを打った,0
11154,隣の山にお金が落ちていないか探しに行った,0
11155,隣の山に山菜が落ちていないか探しに行った,0
11156,寒くて震えている犬に水をかけた,1
11157,寒くて震えている犬に毛布をかけた,0
11158,友人の車に燃料が入ってなかったので水道水を入れてあげた,1
11159,友人の車に燃料が入ってなかったのでガソリンを入れてあげた,0
11160,友達がこっちに向かって走ってきたので棒を振った,1
11161,友達がこっちに向かって走ってきたので手を振った,0
11162,彼のバースデープレゼントに手錠をプレゼントした,1
11163,彼のバースデープレゼントに腕時計をプレゼントした,0
11164,近所の野良犬に生ゴミを食べさせた,1
11165,近所の野良犬にドックフードを食べさせた,0
11166,銀行の窓口で店員さんに改造銃を出した,1
11167,銀行の窓口で店員さんにお金を出した,0
11168,家族みんなが集まる正月にカップラーメンを用意した,0
11169,家族みんな集まる正月におせち料理を用意した,0
11170,目覚ましが鳴っても起きない息子を棒で叩いて起こした,1
11171,目覚ましが鳴っても起きない息子を素手で叩いて起こした,1
11172,彼氏がすれ違う女性を見ているので両目を潰した,1
11173,彼氏がすれ違う女性を見ているので両目を塞いだ,0
11174,川で子供が溺れていたので指輪を川に投げ込んだ,1
11175,川で子供が溺れていたので浮き輪を川に投げ込んだ,0
11176,段ボールいっぱいのゴミを集めて難民に寄付した,1
11177,段ボールいっぱいの子供服を集めて難民に寄付した,0
11178,部屋に遊びにきた友人を生ゴミの香りで出迎えた,1
11179,部屋に遊びにきた友人をアロマの香りで出迎えた,0
11180,買い物にきたスーパで子供がいなくなったので一人で帰った,1
11181,買い物にきたスーパで子供がいなくなったので警察に連絡した,0
11182,子供のおやつに虫団子を戸棚に入れた,1
11183,子供のおやつに串団子を戸棚に入れた,0
11184,怪我をして動けない犬を山に連れて行った,1
11185,怪我をして動けない犬を病院に連れて行った,0
11186,身体中に蕁麻疹ができたので歯医者に行った,1
11187,身体中に蕁麻疹ができたので皮膚科に行った,0
11188,目の前に募金箱を持った子供が立っていたのでサッと避けた,1
11189,目の前に募金箱を持った子供が立っていたのでサッと募金した,0
11190,歩きタバコしていた人がポイ捨てをしたので自分もポイ捨てした,1
11191,歩きタバコしていた人がポイ捨てをしたので拾って注意した,0
11192,血圧の高い祖父に濃い味の料理を作ってあげた,1
11193,血圧の高い祖父に薄い味の料理を作ってあげた,0
